;;tagId;batteryLevel;lon;lat
;174;OQUJ9SUX;1;2,29525253;48,71007283
;175;MQ1XA5MZ;0,82;5,9691008;48,7021312
;176;0ZFXSPJW;0,97;2,2354383;48,90410353
;177;T50ZI0JB;1;2,23677717;48,90417911
;178;7MLSM2KX;1;2,3643309;48,891679
;179;ZAFTI5H7;1;2,06354755;48,9002947
;180;RPJUSL7M;0,87;0,17706914;49,50326918
;181;JY8XAHYS;1;2,24502213;48,89282543
;182;8X8IBNWG;1;2,48422898;48,97021143
;183;1GP5VE2A;0,99;2,40922475;48,8410338
;184;3LTHY8R7;0,99;2,50271102;48,95671988
;185;RMT32YK9;1;2,23513032;48,90372836
;186;YSNVW7IJ;0,01;2,42763294;48,81278327
;187;IJGG73XL;0,99;2,06362686;48,90025593
;188;8MQDKR1R;0,99;0,13870739;49,4850161
;189;PSQ8KKOD;0,93;3,28843404;48,55662591
;190;P5YJTBAJ;0,99;2,33081183;48,79111964
;191;AADV6RGM;0,99;2,24502249;48,89250289
;192;MZYP2M7B;0,99;-1,54398779;47,20841931
;193;SEP7OAJC;0,98;1,95188541;47,81516795
;194;RFLFOPT3;0,99;2,33472;48,8958208
;195;B83FL1XB;0,99;5,96935124;48,70017196
;196;U4XZQGPJ;0,99;2,32957331;48,79089385
;197;RGG161XK;0,99;2,3786562;48,7482336
;198;TYRNH7RS;1;2,23516068;48,90380299
;199;LA4ZXEBB;0,89;2,29496154;48,70812981
;200;HV46DDK2;0,99;5,96877625;48,69927468
;201;J7VTQSVS;1;3,597253618;49,57397021
;202;Q79Q2MSK;0,99;2,48397285;48,9704473
;203;SZX2HM2G;0,99;2,06358952;48,90027515
;204;BAO8EVRD;1;2,23475354;48,90346103
;205;D7VMX9PA;0,99;-4,43621451;48,38903193
;206;C70D2HM9;0,01;2,40938393;48,83899714
;207;7UJNR5KJ;0,98;2,43430517;48,89481654
;208;5I55APPF;1;2,16389981;48,99110984
;209;JQ572SSB;0,99;2,23510472;48,90371593
;210;U01FRXUE;0,99;2,23590973;48,9028927
;211;JGHTTA0G;0,93;2,25805154;48,93753503
;212;RMACLWMS;0,99;2,23769232;48,90428449
;213;R9ILGJ91;1;2,29386468;48,70842591
;214;HBMQ2A2D;1;2,4788736;48,9664
;215;0IZQZKAO;0,98;2,29519852;48,70845232
;216;XB8VI93H;0,99;2,2349312;48,9037312
;217;8FUUVSRG;0,98;2,2938368;48,70912
;218;DRGF3R0W;0,86;6,0048621;47,23341853
;219;SV3B8YQ7;0,99;2,8343677;49,4237817
;220;M6LH6KBG;0,99;2,06348966;48,9003355
;221;B31UV61P;0,97;2,71856895;47,9744711
;222;0ONKH25U;0,99;1,07437842;49,3192259
;223;RZGT1UA5;0,99;2,06378503;48,900163
;224;FW1G5N93;0,97;2,2366208;48,9030912
;225;QBQ1OHQ3;1;2,2377322;48,90437059
;226;RGT09OH9;0,41;2,225118873;48,82687799
;227;0QQMW0XK;0,99;-1,54394396;47,20831672
;228;NL8L9BMO;0,99;2,29434049;48,70804853
;229;83UX92FT;0,99;2,29276587;48,58042971
;230;ULFH4FAK;1;2,33076822;48,79118919
;231;ZWW6GXL3;0,99;2,36471507;48,73315663
;232;I8I5JQYC;0,99;5,13669703;47,26817081
;233;4814AF4U;0,99;2,5936384;48,601216
;234;P762X167;0,99;2,31525427;48,78907503
;235;QW0NOF7J;0,97;-0,36534577;49,22012868
;236;T64K85ZT;0,99;2,287637225;49,90101088
;237;6TXZOC2R;0,68;2,4790528;48,9666304
;238;9COD16SB;0,99;6,179024743;49,35356384
;239;4PNAB9TZ;0,98;2,08892375;49,05903946
;240;1T392UOT;0,99;2,48397692;48,97042297
;241;PG2HSKEG;0,97;2,3467264;48,7942144
;242;MXV45MH5;0,98;2,57441913;48,86928935
;243;9MQ6FGI5;0,97;2,08954417;49,05853809
;244;OW1DMOLX;0,93;5,9696384;48,701824
;245;OKIXLT5B;1;2,50147547;48,95746429
;246;JH2TAWIH;1;2,2954455;48,7086434
;247;U2MM8EPN;0,99;2,31472648;48,89476677
;248;VL1ZY2FV;0,98;2,23565591;48,90340699
;249;44955U5G;0,98;2,29780669;48,71183855
;250;4WPUCMZ2;0,98;2,27042871;48,72313758
;251;GWWZ60OR;1;2,23725779;48,90309338
;252;GTZF9VVZ;0,89;-1,371449;47,6185826
;253;SIWXKG36;0,98;2,1626802;48,9283301
;254;FZSMM47H;0,01;2,23481424;48,90349179
;255;WFWXTPV9;0,98;2,3131136;48,8949504
;256;3TQ32FW6;1;2,2925429;48,58247927
;257;HBJP3NIE;0,96;5,0970373;47,3340307
;258;9OFK6LHO;0,96;2,42691977;48,92954554
;259;WBF73W0X;0,98;-4,43634049;48,38893979
;260;35I5ESU3;1;0,17718874;49,50319079
;261;1F27YEF7;0,99;-4,43620684;48,38902178
;262;NRLOVUA8;0,98;2,162689807;48,92832089
;263;6YQ7Z25D;1;2,4354672;48,8946249
;264;N6LQ6ZWY;1;1,07473877;49,3189162
;265;CPDXNETW;0,99;2,2079342;48,6786733
;266;TO9XT20E;0,99;2,2359993;48,90444414
;267;L1K8GUQW;0,99;1,08813698;49,43483181
;268;OJDMYYB4;1;2,2949034;48,70819964
;269;AFL1JMP9;0,99;2,2354235;48,9036092
;270;MHA9VYUN;1;2,36324071;48,90085429
;271;ZR4HGC9H;0,9;2,294016;48,7091968
;272;30SMMRKO;0,99;1,07427052;49,31939379
;273;RWU2692X;0,99;2,29531677;48,70908629
;274;YAVGGLY5;0,98;1,07983868;49,90543589
;275;WHYKK884;0,97;1,37711323;49,01679601
;276;TNVV56XO;0,98;-1,54391285;47,2083019
;277;V7N77EHY;1;2,29527743;48,70843677
;278;JY7QLQDG;0,99;2,408994895;48,81345303
;279;R1H2AXE3;1;2,225046823;48,82687763
;280;TWPKS1LD;0,9;2,25645166;48,93902179
;281;ZY3OW6SN;0,97;5,0973428;47,33402036
;282;U6QPCAKP;0,98;5,96972147;48,70059657
;283;BQUJTAP5;0,98;2,2939136;48,7090432
;284;3DWY0KGM;0,99;2,31395713;48,89461758
;285;H9QE4USP;0,99;2,23538097;48,90359484
;286;RWOO8YBK;1;-4,43648502;48,38898801
;287;HK458CYC;0,99;2,23446222;48,9032551
;288;UVAFSUST;0,94;5,13669703;47,26817081
;289;OWL24CD3;1;2,29449921;48,90159821
;290;ZP7OJPRX;0,99;0,1767142;49,5026135
;291;WNXC1YAF;0,99;5,96892822;48,69954388
;292;UIN73AUR;0,99;5,96877798;48,69927653
;293;0ATHKTSU;1;5,10436023;47,33438809
;294;54678QWT;0,99;2,06408942;48,90051467
;295;5S9E7ZGE;1;2,29501313;48,70810591
;296;66JWTLTM;0,95;1,07473173;49,31882572
;297;KDPR7SKZ;1;5,09754692;47,33407281
;298;bedc7b60;0,96;2,33377644;48,87426605
;299;WA05GRC8;0,99;2,26783398;48,93489021
;300;D50E3HK3;0,99;2,43430517;48,89481654
;301;0KQQ25Q1;0,26;2,3470848;48,7927808
;302;Z9N25V64;0,92;2,48373639;48,9705052
;303;IGS8ACWM;1;2,29505783;48,70848578
;304;Y40G7DKI;0,97;3,2887298;48,55668472
;305;0BSUP0IQ;1;0,80451175;49,48522197
;306;553FLUNA;0,99;2,29490518;48,9010645
;307;DKTNA2W9;0,94;6,0060672;47,2345088
;308;GN1SEE8F;0,01;2,23773951;48,90312955
;309;P3FVDESI;1;2,36181731;48,89997858
;310;0HE8HTO4;0,97;2,2787454;48,8321204
;311;NE4JAO43;0,92;2,27114555;48,72261561
;312;8K7B4E85;0,99;2,32018713;48,74218017
;313;EIVUK7TY;0,98;2,39312095;48,81198991
;314;DNQ0B28C;1;5,96935812;48,70282541
;315;6L0KVIJC;1;1,07807815;49,90529973
;316;14F5BYPG;0,99;5,96935159;48,70017282
;317;UUR72EXF;1;2,2358751;48,9037899
;318;DWPES67P;0,99;2,392461692;48,81078424
;319;7FJXZ5P4;0,99;2,31523721;48,78910655
;320;43TTY8PU;0,99;5,97049446;48,70234277
;321;VEA788SD;0,98;2,08897333;49,05912977
;322;S4A0Y62Z;1;2,36416757;48,732983
;323;SJQYQRUJ;0,94;1,75790125;49,27959941
;324;OWRHL277;0,98;2,2931968;48,7086336
;325;GT5OPZFU;0,99;2,36592514;48,7325698
;326;Z2YB3DCU;0,99;2,31442884;48,89523535
;327;HCED9KN1;0,98;2,57440455;48,86927832
;328;COAVZIQR;0,98;0,17734996;49,50264617
;329;7MQWVZZV;0,99;1,07412458;49,31914563
;330;TUIPO6GR;0,98;2,78144;48,7335424
;331;PX5BADLH;0,98;2,29246479;48,5812398
;332;RYZLCKVY;0,97;2,2944512;48,7094784
;333;6GHV11YI;0,98;2,2939848;48,70818958
;334;0JUYRAUD;1;5,96914594;48,70281734
;335;3CX6VW40;0,99;1,6610655;48,6034395
;336;V9POO13W;0,99;5,09691882;47,33413539
;337;8C2WADQZ;0,97;3,598721198;49,5731508
;338;HS6TVD8K;0,98;1,08822773;49,43465343
;339;E5ADY9RM;0,98;2,29391934;48,70817043
;340;JADWCZ8D;1;2,2942372;48,9011544
;341;EVEGG0LV;1;2,29526493;48,70737299
;342;VFQLNPQR;0,97;2,2937856;48,7089664
;343;3GVI9TW4;0,99;2,06376234;48,90017732
;344;HMNR9YDZ;0,99;2,3649243;48,73302128
;345;UR64R1QT;0,99;2,3990041;48,79987613
;346;140XDGLD;1;1,07414464;49,31915874
;347;9RJ4V0CL;0,98;2,23646923;48,90161307
;348;WYJHKCDI;0,98;2,29513021;48,70843958
;349;6BMGVG1Y;0,99;5,96873624;48,69920676
;350;IS2346OP;0,99;2,29504957;48,70826559
;351;84IDLX9B;0,91;1,51700736;43,54109588
;352;O0DWN62V;0,98;2,2938112;48,7089664
;353;SVP74R6F;0,92;5,9691776;48,7020288
;354;UP99RLT3;0,84;2,4787259;48,96650538
;355;UUQJV1TC;0,98;1,08842323;49,43472096
;356;CFZ8ETEZ;0,96;-2,26685468;47,26234242
;357;2BGJ0ODX;0,52;6,15256726;49,37408896
;358;VJZVC1TT;0,97;2,2352909;48,90395996
;359;OJP4TU1W;0,96;2,40885873;48,84000365
;360;ZSHHCFPB;0,99;2,06259968;48,89940238
;361;SLRYGXEZ;0,96;2,29475889;48,70894293
;362;FQ99WAGX;0,92;2,4791552;48,966784
;363;O0JORR90;0,99;2,2942417;48,90144757
;364;Q9Z5T3C7;0,98;2,26815755;48,93525493
;365;3DPPLHPU;0,99;2,06362686;48,90025593
;366;O5QS23FB;0,99;2,43419551;48,89494151
;367;D29E1DNK;0,99;2,29295329;48,5838564
;368;RBUWN3N3;0,97;1,0883177;49,43477856
;369;BGSDC0B5;0,98;-0,50599924;47,45165085
;370;KF5OXD17;0,99;1,07412458;49,31914563
;371;IVCVA4GL;0,93;2,25839793;48,93729506
;372;SU40XHUX;0,99;-1,54400509;47,20840658
;373;4271e0df;0,96;2,198332;48,824475
;374;fddf21de;0,98;2,20788009;48,67800381
;375;F42707ZT;0,99;6,17900179;49,3535562
;376;TADQI4JQ;0,94;2,48437158;48,97026802
;377;RTWJ00DY;0,99;5,9693607;48,70279731
;378;a0f0e9ef;0,92;2,48316985;48,97036875
;379;RA5SGKEX;0,97;2,3730288;48,95077394
;380;URGR6974;1;2,26707428;49,87986016
;381;T6DN19GS;0,99;2,29580118;48,70927828
;382;9Y6ITD8J;0,99;2,71901323;47,97428806
;383;NZMTXO5J;1;2,23658123;48,90221465
;384;H85WBOH1;0,97;2,29677565;48,70745557
;385;NYDTRUEP;1;2,362316594;48,90022482
;386;4b4dd485;0,97;2,29393076;48,7082148
;387;0aaec919;0,93;2,29296121;48,58385181
;388;AC5TYRCA;1;2,50112525;48,86849955
;389;Y37MUV4M;0,99;0,35954622;49,64514932
;390;WGIW3YGZ;0,97;2,29490658;48,70883914
;391;I2708OQ8;0,95;1,07648798;49,43525935
;392;BW55C8ZG;0,96;2,293252117;48,58361453
;393;NUFRB2EF;0,97;2,34768666;48,79255145
;394;P4EJEHTM;0,99;5,97048791;48,70233945
;395;DCFXHYK1;1;0,80485991;49,48501271
;396;UZ28HQR8;0,99;2,39864155;48,79948439
;397;Q9I2LP1Q;1;4,96826916;48,63012211
;398;IH8NZSZE;1;2,3138618;48,89465119
;399;ZCXWK022;1;2,2982958;48,71506027
;400;NJNMHLFM;1;2,23861415;48,90212697
;401;0XATGUM3;0,97;5,969746;48,7022845
;402;KU33OYQ2;0,95;2,4349416;48,8946822
;403;DK4IO64U;0,99;2,25892697;48,89221058
;404;XGTZ9IEN;0,9;1,09673768;49,35521444
;405;V2ZQG0DM;0,97;2,23457863;48,90333709
;406;V7C3TSHL;0,98;2,06384882;48,90027749
;407;SRXP7F9J;0,98;2,31396555;48,89538726
;408;WKTF6XG5;0,86;3,28872262;48,55676214
;409;XQTLGVZV;0,97;2,40862378;48,83923345
;410;7VP8MMMD;0,01;2,29391793;48,70820373
;411;9I7IZMS4;0,99;2,25891475;48,8922424
;412;4DXH7VUT;0,98;2,31373003;48,89457759
;413;TWDTRGKV;0,98;1,08846703;49,43465289
;414;QAOOL68N;0,99;3,05866433;50,66420705
;415;RGRYVYJS;1;2,29531439;48,70925491
;416;CYS9Y257;0,93;2,2939904;48,7088896
;417;SZH0KN38;0,98;2,33567772;48,89643417
;418;822G9KGJ;0,98;2,88105427;50,6940275
;419;LRW5937M;0,92;2,47844641;48,96705276
;420;JW3A5P6D;0,99;2,2948471;48,70758109
;421;A79FDDY1;0,97;2,29242798;48,58122787
;422;GHBMHY05;0,99;2,29365552;48,70875788
;423;YUVXAJQR;0,97;1,08898309;49,43446181
;424;5JF5P29S;0,99;2,29151607;48,58286716
;425;LGG4JDPJ;0,98;2,42691824;48,92953016
;426;7X5CESGZ;0,99;2,23773951;48,90312955
;427;C74GLGS3;0,99;5,13669703;47,26817081
;428;3139FL4D;0,91;2,25570315;49,87488369
;429;R5EUZB9X;0,99;2,4786055;48,9662074
;430;0EWY1ZPQ;0,95;2,38107405;48,74801542
;431;U8YKXGBY;0,96;1,07506149;49,43474743
;432;DWQGS5MO;0,99;2,31262054;48,73315299
;433;W654VF76;0,92;2,29526493;48,70737299
;434;EKBGJZWP;0,95;2,3569137;48,92415085
;435;FYIJ5PHZ;0,98;2,27044711;48,72310878
;436;P9VAGCNY;0,97;2,37996763;49,025844
;437;19M9GM7H;0,01;1,08842925;49,43465805
;438;EN3FNDT2;0,95;5,9688704;48,702336
;439;0d09902e;0,97;1,08839829;49,43473128
;440;TZLYFFSO;0,93;2,38107405;48,74801542
;441;IKJ7TDJ1;1;2,27632267;48,82533638
;442;LR7ZJ85I;0,99;-0,363387303;49,21979115
;443;047b1e7e;0,95;1,07638363;49,43479427
;444;SMVZ7RW2;0,99;2,2684791;48,93438707
;445;18AZRQCO;0,99;3,17812647;50,67091928
;446;LP0QBFJ1;0,99;2,29250892;48,58043056
;447;I504M124;0,9;2,2934528;48,708992
;448;80S9SSOL;0,98;-1,68070944;48,1177994
;449;Z2Z2Z7YU;1;2,2943488;48,7088128
;450;3QMGRTQ7;1;2,390777405;48,8117332
;451;c67ab08a;0,94;2,560384;49,0027776
;452;IGPIOAO2;0,97;2,20769264;48,67791564
;453;733TXZAW;0,94;2,47850888;48,9670357
;454;J9N5XS1A;0,98;1,75796426;49,27958556
;455;O0Z0GF3N;0,97;1,5637403;43,6833362
;456;LTL7C8PK;0,99;2,43445395;48,89469917
;457;HN31RF75;1;2,40486216;48,87278811
;458;1E77MR52;0,99;2,3466011;48,79310221
;459;3ZFKO6XO;1;2,23545205;48,90409585
;460;36e0ebe5;0,95;2,2938624;48,7091712
;461;0RBXJEM6;0,99;2,40883629;48,83991354
;462;e85cc2ea;0,98;2,35916346;48,81623243
;463;QPJ6KYLR;0,96;2,27635572;48,82534023
;464;XGUHZ9MS;0,99;2,40619966;48,78853534
;465;V4OJA7JN;1;2,42765032;48,8127246
;466;GP7HX7NO;0,99;5,13534068;47,26750799
;467;E3MOOKBD;0,96;2,2937088;48,710016
;468;9VKVN8G3;0,91;2,36308613;48,89184356
;469;e1185c31;0,97;2,31604476;48,78949839
;470;O0LJMEXC;0,95;0,17719682;49,50340658
;471;CE50GJ43;0,9;2,2938624;48,7089408
;472;YK2F77S4;0,97;2,2942417;48,90144757
;473;B9SO33C3;0,99;2,234975542;48,90355404
;474;9XHPLVDN;0,98;2,48249897;48,97485057
;475;GFH2L2ID;0,93;2,47898801;48,96635873
;476;98DPXMRS;1;2,882827265;50,69296364
;477;IOOSJQAG;0,98;0,18133637;49,49659584
;478;2ZE819B2;0,98;1,067212109;49,43630559
;479;H64ND40R;0,99;2,25890546;48,89222944
;480;b8c6f4e9;0,95;2,31516005;48,78911439
;481;V7N9S6WP;0,97;2,26698453;49,87987008
;482;TCHD6TBK;0,91;2,2937856;48,7090688
;483;WEO9PY3C;0,97;2,24467394;48,89207055
;484;6A3CYKT9;0,98;1,01492903;49,29151348
;485;6df59684;0,97;2,29407664;48,70815459
;486;98X1SXYY;0,98;2,36238141;48,89945004
;487;T6AS4CAU;0,98;2,35686212;48,92414926
;488;1BW2FT4S;0,99;2,29502452;48,708699
;489;57F0MOY5;1;2,42763294;48,81278327
;490;M8BN0DL6;0,98;2,2942876;48,9011035
;491;63LJK8WT;0,96;4,40148655;46,70192407
;492;YBRSHGYX;0,01;2,26630666;49,87839445
;493;VA0QVEAO;0,98;2,29513764;48,7082831
;494;2DBF77V3;1;2,29296953;48,58389191
;495;5SDIZJ2F;0,99;2,33480657;48,89471998
;496;5MH6W58Q;0,94;2,2358248;48,9036892
;497;ZIU4I6X3;0,96;2,2941184;48,708864
;498;FVRY5I51;0,82;1,0769408;49,435904
;499;M2KQSDHR;0,99;2,43437504;48,89471837
;500;JBN0LNY1;1;2,43437211;48,89471908
;501;2OY7TDQH;0,98;1,07445452;49,31854105
;502;W48CVVLU;0,97;2,2937344;48,7089664
;503;HTFJJ4TC;0,97;2,29735666;48,70865468
;504;QO9CVR0B;0,94;2,29475935;48,70829388
;505;5CH53LHS;0,99;2,0637966;48,90023385
;506;3MI5VNMM;1;1,07600035;49,31843081
;507;LTA6B7UD;0,99;2,23624859;48,90342248
;508;5P641WIB;0,99;2,40608475;48,78869343
;509;e042129e;0,97;1,08832585;49,43476219
;510;D72X3NWX;1;2,41720545;48,63122646
;511;09SUDX9L;0,99;2,29212968;48,58150048
;512;Q16C6TS8;0,98;2,42762819;48,81277541
;513;VM4CFMPL;0,97;2,41705707;48,63120266
